farmer_id,food,A,B,C,transport,date_harvest,date_delivery,item_details_tbl.price_q1/*uts{kg/pc/bndl/pkt},item_details_tbl.qty_slab_no,*uts,cost,
1468,81,7600,500,7300,0,2018/07/26 19:00,2018/07/31 13:00,40,0,1,253000,
1468,88,3100,5300,8400,1,2018/07/12 11:00,2018/07/16 23:00,30,0,1,182000,
1468,36,8400,2800,1800,1,2018/07/22 22:00,2018/07/29 10:00,50,0,1,330000,
1469,1,7700,6000,4900,0,2018/07/15 20:00,2018/07/22 03:00,120,0,1,975000,
1469,120,7100,6500,9400,1,2018/07/25 09:00,2018/08/01 06:00,35,0,1,319000,
1469,168,9800,8700,9100,1,2018/07/22 00:00,2018/07/26 08:00,25,0,1,291000,
1469,112,500,1550,475,1,2018/08/18 00:00,2018/08/24 11:00,240,2,0.25,253000,
1470,41,400,7300,5600,1,2018/07/26 12:00,2018/07/30 21:00,40,0,1,189000,
1470,9,8800,9500,7100,1,2018/07/25 04:00,2018/07/30 00:00,110,0,1,1188000,
1470,141,1500,1250,1875,0,2018/08/09 07:00,2018/08/13 15:00,200,2,0.25,367000,
1470,163,650,925,1325,0,2018/08/04 07:00,2018/08/10 15:00,25,0,1,27000,
1470,41,8300,100,10000,0,2018/08/03 23:00,2018/08/09 22:00,40,0,1,287000,
1470,113,3900,4800,9100,1,2018/08/16 19:00,2018/08/23 16:00,80,2,0.25,514000,
1471,159,4500,4400,6600,0,2018/07/12 13:00,2018/07/19 11:00,25,0,1,154000,
1471,158,1000,1700,4000,1,2018/07/13 03:00,2018/07/20 01:00,25,0,1,56000,
1471,88,1200,5200,8800,1,2018/08/17 22:00,2018/08/24 08:00,30,0,1,154000,
1472,75,1800,7300,3900,1,2018/07/15 21:00,2018/07/22 18:00,50,0,1,252000,
1472,80,1700,400,1200,0,2018/08/16 02:00,2018/08/21 10:00,40,0,1,59000,
1472,122,3200,900,3700,0,2018/08/09 20:00,2018/08/16 20:00,40,0,1,128000,
1472,175,9600,7900,5300,0,2018/07/17 05:00,2018/07/23 16:00,50,0,1,510000,
1473,172,2100,300,10000,0,2018/08/13 09:00,2018/08/19 22:00,50,0,1,183000,
1473,83,10000,2200,5700,1,2018/08/16 02:00,2018/08/21 15:00,100,0,1,806000,
1473,120,7100,5800,3500,0,2018/07/07 20:00,2018/07/14 19:00,35,0,1,256000,
1474,14,5200,3800,9000,1,2018/07/23 22:00,2018/07/28 11:00,30,3,1,205000,
1474,52,5000,7400,1900,1,2018/07/15 01:00,2018/07/20 03:00,180,0,1,1209000,
1474,138,9400,6700,4300,0,2018/07/25 17:00,2018/07/31 04:00,60,0,1,565000,
1474,99,9500,5800,5600,0,2018/07/28 00:00,2018/08/01 01:00,40,2,0.25,383000,
1474,23,5000,4300,5400,1,2018/07/30 15:00,2018/08/05 21:00,150,0,1,893000,
1475,169,6300,3500,6600,1,2018/08/09 03:00,2018/08/15 07:00,40,5,1,273000,
1475,24,6700,7700,4700,1,2018/08/14 21:00,2018/08/20 14:00,120,0,1,1028000,
1475,144,5000,9500,6900,1,2018/07/28 22:00,2018/08/04 15:00,50,0,1,440000,
1475,76,9000,9600,4000,1,2018/08/08 09:00,2018/08/14 21:00,40,0,1,410000,
1476,143,8000,3100,8100,1,2018/08/02 19:00,2018/08/07 16:00,60,0,1,487000,
1476,137,200,1400,4100,1,2018/08/09 21:00,2018/08/16 20:00,60,0,1,100000,
1476,21,925,350,2000,1,2018/07/06 04:00,2018/07/12 17:00,50,6,1,58000,
1477,158,800,10000,9600,1,2018/08/10 21:00,2018/08/16 09:00,25,0,1,173000,
1477,114,3100,2300,5200,0,2018/07/25 02:00,2018/07/31 07:00,50,5,1,201000,
1477,24,9900,5500,6300,1,2018/07/12 11:00,2018/07/19 03:00,120,0,1,1182000,
1477,67,6300,7400,3500,1,2018/08/17 03:00,2018/08/22 08:00,35,0,1,265000,
1478,15,3600,6300,1500,1,2018/07/10 21:00,2018/07/15 23:00,40,3,1,213000,
1478,80,3900,4700,4800,0,2018/07/13 12:00,2018/07/18 12:00,40,0,1,223000,
1478,70,5700,4700,400,1,2018/07/29 14:00,2018/08/04 16:00,70,0,1,382000,
1479,71,1600,3400,4300,0,2018/07/16 04:00,2018/07/21 01:00,40,0,1,137000,
1479,178,7300,2000,4800,0,2018/07/16 05:00,2018/07/21 18:00,40,5,1,252000,
1479,31,7900,6800,9800,0,2018/08/12 11:00,2018/08/16 22:00,180,0,1,1743000,
1480,127,10000,9600,4200,0,2018/07/18 23:00,2018/07/23 14:00,40,0,1,442000,
1480,107,2900,4000,700,0,2018/08/15 07:00,2018/08/19 22:00,40,5,1,146000,
1480,4,5000,3100,9000,0,2018/07/20 15:00,2018/07/27 11:00,190,0,1,1244000,
1481,18,2000,5700,6900,1,2018/08/11 13:00,2018/08/16 14:00,35,0,1,188000,
1481,32,7300,3400,2000,0,2018/08/13 23:00,2018/08/20 14:00,60,0,1,377000,
1481,85,8200,9500,9400,1,2018/07/22 09:00,2018/07/28 09:00,30,0,1,341000,
1481,147,1800,650,1575,0,2018/07/15 05:00,2018/07/22 03:00,20,0,1,34000,
1482,176,1100,1450,2425,0,2018/08/16 07:00,2018/08/21 01:00,40,0,1,72000,
1482,95,940,700,300,0,2018/08/08 15:00,2018/08/14 02:00,100,1,0.1,91000,
1482,4,2900,4000,6500,0,2018/08/05 03:00,2018/08/11 20:00,190,0,1,965000,
1482,26,400,3500,4700,0,2018/08/02 19:00,2018/08/08 04:00,280,0,1,801000,
1483,42,6900,1600,2000,0,2018/08/02 00:00,2018/08/07 15:00,70,0,1,365000,
1483,122,9200,10000,9000,0,2018/08/16 13:00,2018/08/23 13:00,40,0,1,478000,
1483,59,5300,10000,4700,0,2018/07/25 12:00,2018/07/31 19:00,40,0,1,337000,
1483,164,1200,9900,9300,0,2018/08/07 18:00,2018/08/12 14:00,100,2,0.25,722000,
1484,126,500,9000,2100,1,2018/07/05 22:00,2018/07/11 01:00,30,0,1,145000,
1484,42,4600,600,2100,0,2018/08/03 05:00,2018/08/08 04:00,70,0,1,246000,
1484,164,6200,9400,8900,1,2018/07/22 05:00,2018/07/28 15:00,100,2,0.25,996000,
1485,6,4400,6800,6800,0,2018/08/08 01:00,2018/08/12 05:00,140,0,1,998000,
1485,21,1225,1950,525,0,2018/07/17 22:00,2018/07/23 20:00,50,6,1,84000,
1485,141,2400,2050,1375,1,2018/07/23 10:00,2018/07/28 06:00,200,2,0.25,537000,
1485,83,5600,1100,800,1,2018/08/16 07:00,2018/08/20 19:00,100,0,1,387000,
1485,17,3700,4200,600,0,2018/08/17 07:00,2018/08/23 19:00,240,2,0.25,1007000,
1486,18,4400,4400,9200,1,2018/08/15 23:00,2018/08/21 23:00,35,0,1,230000,
1486,68,300,8900,2200,0,2018/08/13 04:00,2018/08/20 00:00,50,0,1,224000,
1486,124,9400,2100,5800,0,2018/08/12 16:00,2018/08/18 08:00,40,0,1,303000,
1486,120,8300,7200,8600,0,2018/07/15 18:00,2018/07/22 13:00,35,0,1,355000,
1486,79,6900,1000,5600,0,2018/08/02 09:00,2018/08/09 05:00,20,0,1,113000,
1487,141,1250,1100,1825,0,2018/07/22 15:00,2018/07/29 06:00,200,2,0.25,333000,
1487,48,1700,4300,8200,0,2018/08/10 12:00,2018/08/14 22:00,100,0,1,469000,
1487,40,9400,5200,9900,1,2018/07/25 10:00,2018/07/31 19:00,70,0,1,711000,
1488,173,375,875,175,0,2018/07/13 03:00,2018/07/17 16:00,30,0,1,18000,
1488,82,7300,9300,8000,1,2018/07/11 08:00,2018/07/18 05:00,100,0,1,1016000,
1488,115,3200,5900,6200,0,2018/08/17 04:00,2018/08/23 11:00,40,0,1,239000,
1488,32,7200,4100,6200,1,2018/07/21 00:00,2018/07/26 13:00,60,0,1,452000,
1488,28,1200,8400,3300,0,2018/07/04 10:00,2018/07/09 13:00,120,0,1,608000,
1489,97,675,1125,1575,0,2018/07/29 12:00,2018/08/04 07:00,200,1,0.1,247000,
1489,131,1900,3300,4400,0,2018/07/13 19:00,2018/07/20 01:00,50,0,1,178000,
1489,9,3300,8000,1700,1,2018/07/22 04:00,2018/07/26 20:00,110,0,1,642000,
1489,22,8100,3600,2400,1,2018/08/07 19:00,2018/08/14 14:00,1000,2,0.25,6798000,
1490,13,3800,5100,9300,1,2018/08/07 04:00,2018/08/12 20:00,60,3,1,400000,
1490,2,5900,7100,5000,0,2018/08/10 01:00,2018/08/15 03:00,160,0,1,1261000,
1490,143,7000,2000,3900,0,2018/07/25 05:00,2018/07/30 18:00,60,0,1,353000,
1490,114,8900,7500,2100,0,2018/07/25 03:00,2018/07/30 01:00,50,5,1,452000,
1491,105,500,3500,3400,1,2018/07/26 14:00,2018/08/01 03:00,40,5,1,107000,
1491,133,5700,7900,10000,0,2018/07/24 13:00,2018/07/29 21:00,60,0,1,537000,
1491,165,1400,6500,7500,1,2018/08/03 02:00,2018/08/10 00:00,50,0,1,273000,
1491,20,8000,6900,2300,0,2018/07/07 22:00,2018/07/12 22:00,150,4,1,1256000,
1491,142,3800,9600,3800,1,2018/07/11 03:00,2018/07/15 21:00,160,2,0.25,1152000,
1492,21,325,75,1150,1,2018/07/16 11:00,2018/07/23 07:00,50,6,1,24000,
1492,173,950,625,1200,1,2018/08/10 06:00,2018/08/15 16:00,30,0,1,33000,
1492,170,1475,925,775,0,2018/08/04 18:00,2018/08/08 21:00,20,0,1,29000,
1493,179,8300,7800,6100,1,2018/07/07 10:00,2018/07/14 08:00,50,0,1,495000,
1493,35,9900,9500,8600,0,2018/08/15 16:00,2018/08/21 13:00,60,0,1,733000,
1493,97,2350,1225,500,0,2018/07/14 11:00,2018/07/19 20:00,200,1,0.1,415000,
1494,45,5200,6100,800,0,2018/07/14 10:00,2018/07/20 11:00,60,0,1,360000,
1494,67,5700,6200,4200,0,2018/07/27 01:00,2018/07/31 06:00,35,0,1,242000,
1494,27,8500,1900,3300,1,2018/08/06 08:00,2018/08/11 02:00,80,0,1,538000,
1494,137,5500,8000,9600,1,2018/08/14 15:00,2018/08/19 01:00,60,0,1,533000,
1494,141,1100,1100,1975,1,2018/07/05 08:00,2018/07/10 10:00,200,2,0.25,324000,
1495,150,6600,4600,3400,1,2018/08/03 14:00,2018/08/10 05:00,40,0,1,261000,
1495,159,6100,900,7100,0,2018/08/05 06:00,2018/08/10 02:00,25,0,1,139000,
1495,104,5200,200,8900,0,2018/07/08 20:00,2018/07/13 09:00,10,0,1,50000,
1495,111,1650,2150,1325,1,2018/07/25 01:00,2018/07/30 02:00,120,2,0.25,271000,
1495,139,3200,8700,9300,0,2018/07/26 07:00,2018/08/01 00:00,4,0,1,31000,
1496,89,5400,500,600,1,2018/08/14 17:00,2018/08/18 18:00,20,0,1,71000,
1496,6,5500,9000,2900,0,2018/07/31 13:00,2018/08/04 15:00,140,0,1,1077000,
1496,113,10000,8400,6000,1,2018/07/14 18:00,2018/07/18 23:00,80,2,0.25,866000,
1497,130,8100,7600,1600,1,2018/07/09 02:00,2018/07/13 18:00,40,0,1,341000,
1497,46,2900,5700,4500,0,2018/07/27 17:00,2018/08/02 02:00,40,0,1,208000,
1497,144,8400,2800,5900,1,2018/07/12 02:00,2018/07/17 07:00,50,0,1,377000,
1497,53,4100,3600,7000,0,2018/07/30 11:00,2018/08/03 17:00,140,0,1,781000,
1497,133,1700,7900,1600,1,2018/07/23 10:00,2018/07/28 15:00,60,0,1,288000,
1498,176,1150,925,50,0,2018/07/29 23:00,2018/08/04 07:00,40,0,1,43000,
1498,59,8100,4000,1600,0,2018/08/05 04:00,2018/08/09 14:00,40,0,1,280000,
1498,62,2900,9800,8600,1,2018/08/01 02:00,2018/08/05 17:00,30,0,1,238000,
1498,157,4600,400,4000,1,2018/07/24 09:00,2018/07/28 18:00,30,0,1,111000,
1498,126,8400,1700,2600,1,2018/07/05 01:00,2018/07/09 12:00,30,0,1,189000,
1499,34,5600,9700,8600,0,2018/08/16 05:00,2018/08/20 14:00,80,0,1,779000,
1499,139,3000,9100,8800,0,2018/07/29 18:00,2018/08/04 15:00,4,0,1,31000,
1499,97,800,1550,2300,0,2018/07/09 13:00,2018/07/16 05:00,200,1,0.1,329000,
1499,65,2200,625,1675,0,2018/07/20 14:00,2018/07/24 22:00,20,0,1,39000,
1499,78,6700,5000,9500,0,2018/08/01 05:00,2018/08/05 13:00,100,0,1,818000,
1500,165,5200,8900,4300,1,2018/07/15 19:00,2018/07/20 15:00,50,0,1,400000,
1500,43,1300,7700,7700,0,2018/07/13 21:00,2018/07/19 15:00,80,0,1,466000,
1500,83,7600,1700,5300,1,2018/07/14 17:00,2018/07/20 21:00,100,0,1,645000,
1501,63,4400,2300,4600,0,2018/07/24 16:00,2018/07/28 20:00,30,5,1,140000,
1501,9,6800,10000,8400,0,2018/07/08 11:00,2018/07/13 18:00,110,0,1,1113000,
1501,37,8900,2200,400,0,2018/07/21 16:00,2018/07/26 04:00,70,0,1,438000,
1502,90,5800,7400,8200,1,2018/07/06 01:00,2018/07/12 15:00,20,5,1,171000,
1502,12,8300,6800,6500,1,2018/07/13 05:00,2018/07/18 02:00,200,2,0.25,1910000,
1502,9,2600,7600,8600,1,2018/07/15 19:00,2018/07/22 01:00,110,0,1,747000,
1503,41,6100,5800,1200,0,2018/07/28 15:00,2018/08/01 19:00,40,0,1,258000,
1503,137,5600,700,8900,0,2018/08/14 09:00,2018/08/18 13:00,60,0,1,337000,
1503,162,2500,7700,8300,0,2018/07/14 20:00,2018/07/19 08:00,30,0,1,198000,
1503,3,4300,6100,600,1,2018/08/13 11:00,2018/08/18 09:00,80,0,1,424000,
1504,125,9900,5400,3700,0,2018/08/01 19:00,2018/08/07 00:00,30,0,1,274000,
1504,146,3500,2900,500,1,2018/08/07 00:00,2018/08/13 02:00,60,0,1,205000,
1504,16,2200,1750,125,0,2018/07/11 18:00,2018/07/17 07:00,30,0,1,62000,
1505,172,2700,700,2600,0,2018/07/07 04:00,2018/07/13 09:00,50,0,1,121000,
1505,41,4700,2400,2800,0,2018/07/14 18:00,2018/07/21 10:00,40,0,1,182000,
1505,85,9700,900,400,1,2018/07/12 23:00,2018/07/19 02:00,30,0,1,184000,
1505,36,5800,8500,3900,0,2018/08/09 11:00,2018/08/16 09:00,50,0,1,410000,
1506,55,900,400,650,0,2018/07/04 17:00,2018/07/11 08:00,60,4,1,51000,
1506,122,1900,4400,9300,0,2018/08/02 00:00,2018/08/06 09:00,40,0,1,210000,
1506,169,8000,500,5500,1,2018/08/17 14:00,2018/08/21 16:00,40,5,1,245000,
1506,128,1600,1175,300,0,2018/07/17 10:00,2018/07/23 04:00,20,0,1,30000,
1507,79,9900,5400,5800,0,2018/07/12 01:00,2018/07/16 23:00,20,0,1,187000,
1507,62,400,700,3200,1,2018/07/28 05:00,2018/08/02 18:00,30,0,1,38000,
1507,167,2100,5900,4600,0,2018/07/18 15:00,2018/07/24 14:00,40,0,1,191000,
1507,1,3400,3700,1500,0,2018/07/22 11:00,2018/07/27 07:00,120,0,1,480000,
1507,138,9900,5300,6900,1,2018/07/18 00:00,2018/07/24 11:00,60,0,1,586000,
1508,18,3000,7200,5800,0,2018/08/04 18:00,2018/08/09 17:00,35,0,1,219000,
1508,165,8600,5500,2100,1,2018/08/15 17:00,2018/08/20 16:00,50,0,1,401000,
1508,26,8100,6200,5800,1,2018/07/31 22:00,2018/08/06 07:00,280,0,1,2468000,
1509,28,7500,6100,1700,0,2018/07/29 04:00,2018/08/02 05:00,120,0,1,902000,
1509,53,6600,4000,8600,0,2018/07/26 09:00,2018/07/30 18:00,140,0,1,1045000,
1509,35,3700,5200,4000,0,2018/07/05 22:00,2018/07/12 11:00,60,0,1,326000,
1509,129,7400,100,7400,1,2018/07/18 03:00,2018/07/24 07:00,160,2,0.25,989000,
1510,133,7200,8600,5300,0,2018/07/31 10:00,2018/08/07 06:00,60,0,1,562000,
1510,128,1175,1200,425,1,2018/08/08 21:00,2018/08/14 03:00,20,0,1,25000,
1510,27,6400,4500,2400,0,2018/08/09 07:00,2018/08/15 17:00,80,0,1,493000,
1510,42,6300,900,3700,0,2018/07/18 10:00,2018/07/23 09:00,70,0,1,349000,
1511,17,600,2000,5200,0,2018/07/09 03:00,2018/07/14 09:00,240,2,0.25,589000,
1511,32,5700,700,1400,0,2018/07/10 17:00,2018/07/15 01:00,60,0,1,237000,
1511,146,2100,6000,2300,1,2018/07/25 10:00,2018/07/31 09:00,60,0,1,269000,
1512,166,4900,8800,9300,0,2018/08/10 09:00,2018/08/16 11:00,50,0,1,437000,
1512,92,1675,1000,2200,0,2018/07/21 18:00,2018/07/25 23:00,200,1,0.1,391000,
1512,93,850,760,70,1,2018/07/20 23:00,2018/07/27 14:00,48,2,0.25,39000,
1512,30,5800,3100,5200,0,2018/07/04 10:00,2018/07/08 22:00,120,0,1,716000,
1512,27,7400,3600,9600,1,2018/08/08 08:00,2018/08/13 04:00,80,0,1,659000,
1513,67,7700,5800,6800,0,2018/07/29 20:00,2018/08/03 11:00,35,0,1,295000,
1513,114,6800,9900,9300,1,2018/07/14 06:00,2018/07/19 09:00,50,5,1,531000,
1513,7,7300,3500,9500,1,2018/07/12 15:00,2018/07/19 06:00,100,0,1,798000,
1513,119,8400,6600,8500,1,2018/08/07 22:00,2018/08/12 20:00,60,0,1,578000,
1513,141,650,2500,1900,1,2018/07/29 03:00,2018/08/03 02:00,200,2,0.25,375000,
1514,81,3500,200,7400,1,2018/07/18 21:00,2018/07/22 22:00,40,0,1,156000,
1514,90,3400,5000,3900,1,2018/07/07 18:00,2018/07/13 06:00,20,5,1,102000,
1514,5,8800,3300,2500,0,2018/08/05 20:00,2018/08/10 13:00,140,0,1,1022000,
1515,13,5500,7200,7900,0,2018/08/10 04:00,2018/08/16 12:00,60,3,1,504000,
1515,57,1325,1800,2150,1,2018/07/18 15:00,2018/07/25 13:00,60,0,1,125000,
1515,138,1600,6300,4200,1,2018/07/30 23:00,2018/08/05 06:00,60,0,1,284000,
1515,97,400,1075,975,0,2018/08/11 16:00,2018/08/16 14:00,200,1,0.1,186000,
1516,115,9900,300,2900,1,2018/07/26 23:00,2018/08/01 05:00,40,0,1,269000,
1516,165,2300,7600,7100,0,2018/07/06 11:00,2018/07/12 17:00,50,0,1,315000,
1516,164,5100,7800,8800,1,2018/08/02 21:00,2018/08/07 09:00,100,2,0.25,855000,
1516,1,3600,8700,3000,0,2018/08/10 05:00,2018/08/16 00:00,120,0,1,798000,
1516,57,1675,1675,550,0,2018/07/17 11:00,2018/07/23 22:00,60,0,1,109000,
1516,38,3000,9200,7300,0,2018/07/22 01:00,2018/07/27 10:00,60,0,1,452000,
1517,12,5100,1100,4300,0,2018/07/04 17:00,2018/07/10 20:00,200,2,0.25,898000,
1517,58,4600,6200,6300,0,2018/07/18 23:00,2018/07/24 10:00,120,2,0.25,813000,
1517,113,5000,3400,1500,1,2018/07/25 03:00,2018/07/31 01:00,80,2,0.25,384000,
1518,88,5800,8600,2100,1,2018/07/19 02:00,2018/07/24 09:00,30,0,1,233000,
1518,48,3800,4200,6200,0,2018/07/07 16:00,2018/07/12 21:00,100,0,1,560000,
1518,42,2100,5200,6800,1,2018/07/07 22:00,2018/07/13 17:00,70,0,1,347000,
1519,22,3300,9000,9200,1,2018/07/19 22:00,2018/07/24 03:00,1000,2,0.25,8023000,
1519,57,1325,50,750,1,2018/08/06 17:00,2018/08/13 06:00,60,0,1,58000,
1519,108,3800,9300,6000,1,2018/07/27 02:00,2018/07/31 03:00,40,0,1,311000,
1519,59,7200,6300,1300,1,2018/07/22 07:00,2018/07/29 06:00,40,0,1,289000,
1519,137,5100,7100,5300,0,2018/07/04 09:00,2018/07/08 17:00,60,0,1,429000,
1520,88,9500,1800,5100,1,2018/07/19 15:00,2018/07/26 06:00,30,0,1,221000,
1520,74,3200,1700,2400,1,2018/07/21 20:00,2018/07/26 08:00,40,0,1,129000,
1520,131,9800,1900,2500,0,2018/08/11 15:00,2018/08/15 19:00,50,0,1,359000,
1520,156,7500,8500,5600,0,2018/08/05 15:00,2018/08/12 04:00,30,0,1,276000,
1521,4,2100,7800,1800,1,2018/07/11 23:00,2018/07/18 12:00,190,0,1,984000,
1521,27,8100,8000,7000,0,2018/07/15 00:00,2018/07/20 16:00,80,0,1,803000,
1521,169,7300,7800,4000,1,2018/08/18 00:00,2018/08/23 04:00,40,5,1,338000,
1522,16,2425,2000,775,0,2018/08/13 17:00,2018/08/18 02:00,30,0,1,74000,
1522,134,8600,7300,10000,0,2018/07/21 18:00,2018/07/27 16:00,60,0,1,618000,
1522,87,6800,9700,2400,0,2018/07/11 22:00,2018/07/17 19:00,25,0,1,220000,
1522,48,6100,6100,700,1,2018/07/18 10:00,2018/07/25 09:00,100,0,1,645000,
1523,121,8100,1200,7300,0,2018/08/14 22:00,2018/08/21 19:00,50,0,1,351000,
1523,132,7300,7700,3400,1,2018/08/03 11:00,2018/08/07 14:00,40,0,1,342000,
1523,140,1275,1000,2225,0,2018/08/01 09:00,2018/08/06 21:00,40,5,1,67000,
1523,122,1400,9000,5300,0,2018/07/13 20:00,2018/07/19 10:00,40,0,1,235000,
1524,68,2100,5100,1200,1,2018/07/04 08:00,2018/07/11 00:00,50,0,1,186000,
1524,112,1550,2025,2125,1,2018/08/16 03:00,2018/08/21 13:00,240,2,0.25,539000,
1524,147,975,2400,550,0,2018/07/05 07:00,2018/07/11 05:00,20,0,1,35000,
1524,28,900,5000,9200,0,2018/08/08 13:00,2018/08/14 21:00,120,0,1,575000,
1525,123,7200,5800,3300,1,2018/07/15 19:00,2018/07/20 15:00,40,0,1,303000,
1525,121,7500,6700,7400,1,2018/08/01 19:00,2018/08/07 02:00,50,0,1,453000,
1525,81,8900,9800,7300,0,2018/08/10 02:00,2018/08/16 05:00,40,0,1,441000,
1525,72,4700,7200,7700,1,2018/07/25 06:00,2018/07/30 08:00,45,0,1,351000,
1526,119,8600,5300,8200,1,2018/07/27 20:00,2018/08/02 02:00,60,0,1,553000,
1526,70,8500,5900,5700,1,2018/07/16 18:00,2018/07/21 13:00,70,0,1,635000,
1526,158,7800,700,3800,1,2018/07/10 12:00,2018/07/16 20:00,25,0,1,143000,
1526,113,3500,8500,8100,0,2018/07/21 16:00,2018/07/26 05:00,80,2,0.25,599000,
1527,70,2700,9700,6000,0,2018/08/02 07:00,2018/08/08 04:00,70,0,1,513000,
1527,168,200,8900,2200,0,2018/07/30 14:00,2018/08/05 11:00,25,0,1,114000,
1527,24,1500,3400,4000,0,2018/07/29 21:00,2018/08/03 08:00,120,0,1,389000,
1528,121,800,9100,300,0,2018/07/14 19:00,2018/07/20 03:00,50,0,1,223000,
1528,97,525,1750,50,0,2018/08/01 23:00,2018/08/07 10:00,200,1,0.1,217000,
1528,90,4600,5500,5000,0,2018/07/21 18:00,2018/07/27 04:00,20,5,1,124000,
1528,86,6000,9600,9500,0,2018/07/21 18:00,2018/07/26 23:00,30,0,1,295000,
1528,73,600,1500,6200,0,2018/07/29 10:00,2018/08/04 14:00,40,0,1,99000,
1529,38,1800,1700,6700,0,2018/08/16 04:00,2018/08/21 21:00,60,0,1,204000,
1529,118,8800,4400,9400,0,2018/08/14 23:00,2018/08/19 13:00,40,0,1,375000,
1529,21,425,775,2475,0,2018/07/25 01:00,2018/07/30 02:00,50,6,1,59000,
1529,93,110,710,80,0,2018/08/08 05:00,2018/08/13 15:00,48,2,0.25,18000,
1529,43,8000,3000,5400,1,2018/07/10 00:00,2018/07/16 05:00,80,0,1,594000,
1530,10,1600,1950,1225,1,2018/07/10 05:00,2018/07/15 02:00,100,0,1,212000,
1530,28,600,400,6500,0,2018/07/16 07:00,2018/07/22 14:00,120,0,1,250000,
1530,71,2900,7000,5900,0,2018/08/05 08:00,2018/08/11 15:00,40,0,1,244000,
1530,27,3300,2700,1500,0,2018/07/04 02:00,2018/07/10 05:00,80,0,1,278000,
1531,175,8500,3100,4500,0,2018/08/05 10:00,2018/08/11 18:00,50,0,1,362000,
1531,99,5600,5500,10000,0,2018/07/26 12:00,2018/08/01 01:00,40,2,0.25,313000,
1531,66,4300,7500,4600,1,2018/07/05 16:00,2018/07/09 21:00,160,2,0.25,1120000,
1531,38,4500,7400,9200,1,2018/08/10 19:00,2018/08/16 03:00,60,0,1,483000,
1531,108,1800,500,500,0,2018/08/02 06:00,2018/08/07 19:00,40,0,1,56000,
1532,31,4500,9400,9500,0,2018/07/28 21:00,2018/08/02 04:00,180,0,1,1621000,
1532,128,1625,1175,1950,1,2018/08/07 10:00,2018/08/11 20:00,20,0,1,37000,
1532,65,2075,1775,125,0,2018/07/12 21:00,2018/07/17 04:00,20,0,1,40000,
1532,83,4500,300,3100,0,2018/08/01 13:00,2018/08/06 05:00,100,0,1,344000,
1533,172,3000,6800,6000,1,2018/07/24 07:00,2018/07/29 21:00,50,0,1,309000,
1533,105,4900,8600,6100,0,2018/07/24 01:00,2018/07/30 15:00,40,5,1,315000,
1533,120,5000,200,3300,0,2018/07/10 18:00,2018/07/15 18:00,35,0,1,131000,
1533,179,8300,3300,1300,0,2018/07/12 02:00,2018/07/17 04:00,50,0,1,336000,
1534,155,700,200,4800,1,2018/07/27 22:00,2018/08/02 18:00,25,0,1,40000,
1534,91,200,130,860,1,2018/07/07 04:00,2018/07/13 23:00,10,5,1,3000,
1534,6,8800,9800,6900,0,2018/07/27 11:00,2018/08/02 15:00,140,0,1,1538000,
1535,85,2700,2100,6900,1,2018/08/09 17:00,2018/08/15 09:00,30,0,1,123000,
1535,17,1300,400,5100,0,2018/07/26 09:00,2018/08/01 23:00,240,2,0.25,510000,
1535,153,8400,4300,3300,0,2018/07/27 09:00,2018/07/31 14:00,240,2,0.25,1816000,
1535,50,6300,8000,3100,0,2018/08/06 22:00,2018/08/11 10:00,40,0,1,322000,
1536,83,7200,9200,2800,0,2018/08/01 17:00,2018/08/07 06:00,100,0,1,869000,
1536,177,4600,2700,4100,1,2018/07/30 04:00,2018/08/04 13:00,80,2,0.25,391000,
1536,156,7400,2300,700,1,2018/07/22 00:00,2018/07/28 17:00,30,0,1,161000,
1537,103,6500,2500,8900,0,2018/08/11 13:00,2018/08/16 03:00,30,0,1,208000,
1537,89,8000,6900,3200,1,2018/08/16 21:00,2018/08/22 10:00,20,0,1,171000,
1537,143,900,9300,1300,0,2018/07/24 17:00,2018/07/31 02:00,60,0,1,287000,
1537,36,1000,1700,5600,1,2018/07/30 22:00,2018/08/06 04:00,50,0,1,133000,
1538,158,5500,5500,1900,1,2018/07/21 05:00,2018/07/27 12:00,25,0,1,154000,
1538,150,1100,7200,9500,1,2018/07/28 23:00,2018/08/03 10:00,40,0,1,241000,
1538,119,1900,10000,3700,0,2018/08/15 08:00,2018/08/22 02:00,60,0,1,390000,
1539,126,7700,3200,5900,0,2018/08/01 19:00,2018/08/06 09:00,30,0,1,214000,
1539,8,5000,6500,8600,1,2018/08/01 12:00,2018/08/08 00:00,90,0,1,683000,
1539,40,600,7800,4800,0,2018/07/14 12:00,2018/07/19 07:00,70,0,1,349000,
1539,65,1550,1950,2225,1,2018/07/10 20:00,2018/07/16 19:00,20,0,1,45000,
1540,125,5800,8000,7200,1,2018/07/28 05:00,2018/08/01 17:00,30,0,1,261000,
1540,107,5600,8100,2700,0,2018/07/06 15:00,2018/07/12 20:00,40,5,1,304000,
1540,52,4000,200,8400,0,2018/07/06 00:00,2018/07/11 10:00,180,0,1,775000,
1541,178,3900,8500,8400,0,2018/07/13 00:00,2018/07/17 17:00,40,5,1,325000,
1541,7,3400,8500,3800,0,2018/07/15 02:00,2018/07/21 19:00,100,0,1,671000,
1541,95,860,900,490,0,2018/07/15 23:00,2018/07/22 15:00,100,1,0.1,101000,
1541,63,300,2300,3400,0,2018/08/07 03:00,2018/08/12 12:00,30,5,1,59000,
